benchmark,script,system,nodes,persistence_mode,time
NLP,merge_upper;2_1,dish,4,,19.4
NLP,merge_upper;2_1,fractal,4,,20.259
NLP,sort;3_1,bash,4,,250.84
NLP,sort;3_1,dish,4,,25.069
NLP,sort;3_1,fractal,4,,25.602
NLP,sort_words_by_folding;3_2,bash,4,,252.465
NLP,sort_words_by_folding;3_2,dish,4,,25.024
NLP,sort_words_by_folding;3_2,fractal,4,,25.539
NLP,sort_words_by_num_of_syllables;8_1,bash,4,,250.317
NLP,sort_words_by_num_of_syllables;8_1,dish,4,,18.359
NLP,sort_words_by_num_of_syllables;8_1,fractal,4,,18.871
NLP,sort_words_by_rhyming;3_3,bash,4,,251.825
NLP,sort_words_by_rhyming;3_3,dish,4,,33.575
NLP,sort_words_by_rhyming;3_3,fractal,4,,34.821
NLP,uppercase_by_token;6_1_1,bash,4,,240.06
NLP,uppercase_by_token;6_1_1,dish,4,,12.648
NLP,uppercase_by_token;6_1_1,fractal,4,,12.935
NLP,uppercase_by_type;6_1_2,bash,4,,249.105
NLP,uppercase_by_type;6_1_2,dish,4,,18.135
NLP,uppercase_by_type;6_1_2,fractal,4,,18.683
NLP,verses_2om_3om_2instances;6_7,bash,4,,703.217
NLP,verses_2om_3om_2instances;6_7,dish,4,,164.226
NLP,verses_2om_3om_2instances;6_7,fractal,4,,164.807
NLP,vowel_sequencies_gr_1K;8.2_1,bash,4,,246.312
NLP,vowel_sequencies_gr_1K;8.2_1,dish,4,,20.062
NLP,vowel_sequencies_gr_1K;8.2_1,fractal,4,,20.465
NLP,words_no_vowels;6_3,bash,4,,240.409
NLP,words_no_vowels;6_3,dish,4,,18.544
NLP,words_no_vowels;6_3,fractal,4,,19.23
NLP,1syllable_words;6_4,bash,4,,243.577
NLP,1syllable_words;6_4,dish,4,,22.756
NLP,1syllable_words;6_4,fractal,4,,23.457
NLP,2syllable_words;6_5,bash,4,,241.32
NLP,2syllable_words;6_5,dish,4,,21.946
NLP,2syllable_words;6_5,fractal,4,,22.778
NLP,4letter_words;6_2,bash,4,,487.288
NLP,4letter_words;6_2,dish,4,,34.298
NLP,4letter_words;6_2,fractal,4,,35.947
NLP,bigrams_appear_twice;8.2_2,bash,4,,262.065
NLP,bigrams_appear_twice;8.2_2,dish,4,,17.006
NLP,bigrams_appear_twice;8.2_2,fractal,4,,17.705
NLP,bigrams;4_3,bash,4,,260.577
NLP,bigrams;4_3,dish,4,,23.761
NLP,bigrams;4_3,fractal,4,,24.371
NLP,compare_exodus_genesis;8.3_3,bash,4,,486.175
NLP,compare_exodus_genesis;8.3_3,dish,4,,73.689
NLP,compare_exodus_genesis;8.3_3,fractal,4,,74.041
NLP,count_consonant_seq;7_2,bash,4,,246.232
NLP,count_consonant_seq;7_2,dish,4,,21.593
NLP,count_consonant_seq;7_2,fractal,4,,21.791
NLP,count_morphs;7_1,bash,4,,238.182
NLP,count_morphs;7_1,dish,4,,19.736
NLP,count_morphs;7_1,fractal,4,,20.421
NLP,count_trigrams;4_3b,bash,4,,261.552
NLP,count_trigrams;4_3b,dish,4,,17.125
NLP,count_trigrams;4_3b,fractal,4,,17.594
NLP,count_vowel_seq;2_2,bash,4,,236.668
NLP,count_vowel_seq;2_2,dish,4,,21.824
NLP,count_vowel_seq;2_2,fractal,4,,20.332
NLP,count_words;1_1,bash,4,,250.036
NLP,count_words;1_1,dish,4,,23.07
NLP,count_words;1_1,fractal,4,,22.175
NLP,find_anagrams;8.3_2,bash,4,,252.753
NLP,find_anagrams;8.3_2,dish,4,,16.715
NLP,find_anagrams;8.3_2,fractal,4,,17.013
NLP,merge_upper;2_1,bash,4,,247.707
NLP,merge_upper;2_1,dish,4,,22.767
NLP,merge_upper;2_1,fractal,4,,23.41
NLP,sort;3_1,bash,4,,250.64
NLP,sort;3_1,dish,4,,28.071
NLP,sort;3_1,fractal,4,,28.921
NLP,sort_words_by_folding;3_2,bash,4,,251.852
NLP,sort_words_by_folding;3_2,dish,4,,28.528
NLP,sort_words_by_folding;3_2,fractal,4,,28.952
NLP,sort_words_by_num_of_syllables;8_1,bash,4,,251.214
NLP,sort_words_by_num_of_syllables;8_1,dish,4,,21.548
NLP,sort_words_by_num_of_syllables;8_1,fractal,4,,22.533
NLP,sort_words_by_rhyming;3_3,bash,4,,252.499
NLP,sort_words_by_rhyming;3_3,dish,4,,37.758
NLP,sort_words_by_rhyming;3_3,fractal,4,,38.674
NLP,uppercase_by_token;6_1_1,bash,4,,240.503
NLP,uppercase_by_token;6_1_1,dish,4,,16.126
NLP,uppercase_by_token;6_1_1,fractal,4,,16.646
NLP,uppercase_by_type;6_1_2,bash,4,,249.716
NLP,uppercase_by_type;6_1_2,dish,4,,21.325
NLP,uppercase_by_type;6_1_2,fractal,4,,22.007
NLP,verses_2om_3om_2instances;6_7,bash,4,,702.494
NLP,verses_2om_3om_2instances;6_7,dish,4,,167.403
NLP,verses_2om_3om_2instances;6_7,fractal,4,,168.072
NLP,vowel_sequencies_gr_1K;8.2_1,bash,4,,245.899
NLP,vowel_sequencies_gr_1K;8.2_1,dish,4,,23.317
NLP,vowel_sequencies_gr_1K;8.2_1,fractal,4,,23.952
NLP,words_no_vowels;6_3,bash,4,,240.976
NLP,words_no_vowels;6_3,dish,4,,22.217
NLP,words_no_vowels;6_3,fractal,4,,22.577
Unix50,1.sh,bash,4,,101.35
Unix50,1.sh,ahs,4,,236.006
Unix50,1.sh,dish,4,,117.754
Unix50,1.sh,fractal,4,,113.726
Unix50,2.sh,bash,4,,784.655
Unix50,2.sh,ahs,4,,784.583
Unix50,2.sh,dish,4,,348.627
Unix50,2.sh,fractal,4,,352.774
Unix50,3.sh,bash,4,,2.333
Unix50,3.sh,ahs,4,,262.998
Unix50,3.sh,dish,4,,3.162
Unix50,3.sh,fractal,4,,3.303
Unix50,4.sh,bash,4,,737.968
Unix50,4.sh,ahs,4,,698.987
Unix50,4.sh,dish,4,,280.995
Unix50,4.sh,fractal,4,,289.919
Unix50,5.sh,bash,4,,97.373
Unix50,5.sh,ahs,4,,142.501
Unix50,5.sh,dish,4,,35.293
Unix50,5.sh,fractal,4,,28.493
Unix50,6.sh,bash,4,,96.678
Unix50,6.sh,ahs,4,,133.509
Unix50,6.sh,dish,4,,44.73
Unix50,6.sh,fractal,4,,37.879
Unix50,7.sh,bash,4,,96.266
Unix50,7.sh,ahs,4,,122.509
Unix50,7.sh,dish,4,,88.34
Unix50,7.sh,fractal,4,,73.394
Unix50,8.sh,bash,4,,96.307
Unix50,8.sh,ahs,4,,127.504
Unix50,8.sh,dish,4,,36.084
Unix50,8.sh,fractal,4,,31.353
Unix50,9.sh,bash,4,,96.262
Unix50,9.sh,ahs,4,,126.281
Unix50,9.sh,dish,4,,20.266
Unix50,9.sh,fractal,4,,17.166
Unix50,10.sh,bash,4,,130.171
Unix50,10.sh,ahs,4,,232.229
Unix50,10.sh,dish,4,,62.033
Unix50,10.sh,fractal,4,,56.825
Unix50,11.sh,bash,4,,146.719
Unix50,11.sh,ahs,4,,253.937
Unix50,11.sh,dish,4,,73.68
Unix50,11.sh,fractal,4,,68.372
Unix50,12.sh,bash,4,,685.233
Unix50,12.sh,ahs,4,,814.852
Unix50,12.sh,dish,4,,252.54
Unix50,12.sh,fractal,4,,251.034
Unix50,13.sh,bash,4,,97.525
Unix50,13.sh,ahs,4,,182.299
Unix50,13.sh,dish,4,,77.682
Unix50,13.sh,fractal,4,,65.019
Unix50,14.sh,bash,4,,1004.047
Unix50,14.sh,ahs,4,,1667.174
Unix50,14.sh,dish,4,,836.872
Unix50,14.sh,fractal,4,,860.332
Unix50,15.sh,bash,4,,96.082
Unix50,15.sh,ahs,4,,129.36
Unix50,15.sh,dish,4,,28.005
Unix50,15.sh,fractal,4,,24.403
Unix50,16.sh,bash,4,,415.128
Unix50,16.sh,ahs,4,,301.898
Unix50,16.sh,dish,4,,158.026
Unix50,16.sh,fractal,4,,145.333
Unix50,17.sh,bash,4,,237.917
Unix50,17.sh,ahs,4,,301.857
Unix50,17.sh,dish,4,,101.241
Unix50,17.sh,fractal,4,,95.701
Unix50,18.sh,bash,4,,93.23
Unix50,18.sh,ahs,4,,115.179
Unix50,18.sh,dish,4,,16.987
Unix50,18.sh,fractal,4,,12.283
Unix50,19.sh,bash,4,,93.387
Unix50,19.sh,ahs,4,,113.081
Unix50,19.sh,dish,4,,30.655
Unix50,19.sh,fractal,4,,16.002
Unix50,20.sh,bash,4,,2.348
Unix50,20.sh,ahs,4,,122.022
Unix50,20.sh,dish,4,,10.71
Unix50,20.sh,fractal,4,,8.34
Unix50,21.sh,bash,4,,2598.546
Unix50,21.sh,ahs,4,,2367.562
Unix50,21.sh,dish,4,,959.272
Unix50,21.sh,fractal,4,,977.963
Unix50,23.sh,bash,4,,703.074
Unix50,23.sh,ahs,4,,278.694
Unix50,23.sh,dish,4,,143.958
Unix50,23.sh,fractal,4,,143.678
Unix50,24.sh,bash,4,,97.568
Unix50,24.sh,ahs,4,,123.018
Unix50,24.sh,dish,4,,26.371
Unix50,24.sh,fractal,4,,20.643
Unix50,25.sh,bash,4,,96.701
Unix50,25.sh,ahs,4,,129.644
Unix50,25.sh,dish,4,,43.739
Unix50,25.sh,fractal,4,,33.715
Unix50,26.sh,bash,4,,103.139
Unix50,26.sh,ahs,4,,138.811
Unix50,26.sh,dish,4,,142.2
Unix50,26.sh,fractal,4,,137.221
Unix50,28.sh,bash,4,,547.388
Unix50,28.sh,ahs,4,,214.268
Unix50,28.sh,dish,4,,319.219
Unix50,28.sh,fractal,4,,312.95
Unix50,29.sh,bash,4,,97.419
Unix50,29.sh,ahs,4,,139.792
Unix50,29.sh,dish,4,,145.712
Unix50,29.sh,fractal,4,,146.006
Unix50,30.sh,bash,4,,718.517
Unix50,30.sh,ahs,4,,215.25
Unix50,30.sh,dish,4,,255.458
Unix50,30.sh,fractal,4,,240.403
Unix50,31.sh,bash,4,,730.814
Unix50,31.sh,ahs,4,,219.586
Unix50,31.sh,dish,4,,312.858
Unix50,31.sh,fractal,4,,293.804
Unix50,32.sh,bash,4,,96.271
Unix50,32.sh,ahs,4,,125.068
Unix50,32.sh,dish,4,,99.861
Unix50,32.sh,fractal,4,,99.904
Unix50,33.sh,bash,4,,96.02
Unix50,33.sh,ahs,4,,124.354
Unix50,33.sh,dish,4,,99.627
Unix50,33.sh,fractal,4,,99.024
Unix50,34.sh,bash,4,,3.334
Unix50,34.sh,ahs,4,,119.335
Unix50,34.sh,dish,4,,7.175
Unix50,34.sh,fractal,4,,7.072
Unix50,35.sh,bash,4,,96.091
Unix50,35.sh,ahs,4,,115.831
Unix50,35.sh,dish,4,,13.005
Unix50,35.sh,fractal,4,,10.661
Unix50,36.sh,bash,4,,112.311
Unix50,36.sh,ahs,4,,186.421
Unix50,36.sh,dish,4,,42.018
Unix50,36.sh,fractal,4,,40.2
Unix50,1.sh,bash,4,,97.795
Unix50,1.sh,ahs,4,,236.85
Unix50,1.sh,dish,4,,119.493
Unix50,1.sh,fractal,4,,110.414
Unix50,2.sh,bash,4,,789.935
Unix50,2.sh,ahs,4,,808.191
Unix50,2.sh,dish,4,,351.413
Unix50,2.sh,fractal,4,,347.739
Unix50,3.sh,bash,4,,2.319
Unix50,3.sh,ahs,4,,265.957
Unix50,3.sh,dish,4,,3.012
Unix50,3.sh,fractal,4,,3.267
Unix50,4.sh,bash,4,,744.265
Unix50,4.sh,ahs,4,,699.425
Unix50,4.sh,dish,4,,297.416
Unix50,4.sh,fractal,4,,283.464
Unix50,5.sh,bash,4,,97.896
Unix50,5.sh,ahs,4,,140.519
Unix50,5.sh,dish,4,,34.442
Unix50,5.sh,fractal,4,,29.248
Unix50,6.sh,bash,4,,96.625
Unix50,6.sh,ahs,4,,132.372
Unix50,6.sh,dish,4,,39.869
Unix50,6.sh,fractal,4,,36.103
Unix50,7.sh,bash,4,,99.647
Unix50,7.sh,ahs,4,,124.243
Unix50,7.sh,dish,4,,86.956
Unix50,7.sh,fractal,4,,74.129
Unix50,8.sh,bash,4,,96.047
Unix50,8.sh,ahs,4,,125.035
Unix50,8.sh,dish,4,,34.72
Unix50,8.sh,fractal,4,,28.758
Unix50,9.sh,bash,4,,96.134
Unix50,9.sh,ahs,4,,123.192
Unix50,9.sh,dish,4,,19.19
Unix50,9.sh,fractal,4,,18.164
Unix50,10.sh,bash,4,,134.856
Unix50,10.sh,ahs,4,,230.476
Unix50,10.sh,dish,4,,58.975
Unix50,10.sh,fractal,4,,57.697
Unix50,11.sh,bash,4,,152.163
Unix50,11.sh,ahs,4,,257.217
Unix50,11.sh,dish,4,,70.662
Unix50,11.sh,fractal,4,,69.699
Unix50,12.sh,bash,4,,720.512
Unix50,12.sh,ahs,4,,810.276
Unix50,12.sh,dish,4,,247.619
Unix50,12.sh,fractal,4,,248.906
Unix50,13.sh,bash,4,,96.955
Unix50,13.sh,ahs,4,,186.153
Unix50,13.sh,dish,4,,78.285
Unix50,13.sh,fractal,4,,63.644
Unix50,14.sh,bash,4,,1006.689
Unix50,14.sh,ahs,4,,1748.145
Unix50,14.sh,dish,4,,864.816
Unix50,14.sh,fractal,4,,856.803
Unix50,15.sh,bash,4,,96.982
Unix50,15.sh,ahs,4,,130.336
Unix50,15.sh,dish,4,,30.892
Unix50,15.sh,fractal,4,,25.164
Unix50,16.sh,bash,4,,412.189
Unix50,16.sh,ahs,4,,303.129
Unix50,16.sh,dish,4,,167.228
Unix50,16.sh,fractal,4,,147.093
Unix50,17.sh,bash,4,,239.209
Unix50,17.sh,ahs,4,,294.977
Unix50,17.sh,dish,4,,106.066
Unix50,17.sh,fractal,4,,95.998
Unix50,18.sh,bash,4,,93.171
Unix50,18.sh,ahs,4,,118.095
Unix50,18.sh,dish,4,,15.257
Unix50,18.sh,fractal,4,,12.156
Unix50,19.sh,bash,4,,93.096
Unix50,19.sh,ahs,4,,112.43
Unix50,19.sh,dish,4,,28.58
Unix50,19.sh,fractal,4,,15.736
Unix50,20.sh,bash,4,,2.29
Unix50,20.sh,ahs,4,,118.125
Unix50,20.sh,dish,4,,11.077
Unix50,20.sh,fractal,4,,6.935
Unix50,21.sh,bash,4,,2617.508
Unix50,21.sh,ahs,4,,2354.263
Unix50,21.sh,dish,4,,956.834
Unix50,21.sh,fractal,4,,959.904
Unix50,23.sh,bash,4,,795.355
Unix50,23.sh,ahs,4,,278.087
Unix50,23.sh,dish,4,,146.236
Unix50,23.sh,fractal,4,,143.069
Unix50,24.sh,bash,4,,96.991
Unix50,24.sh,ahs,4,,129.129
Unix50,24.sh,dish,4,,26.453
Unix50,24.sh,fractal,4,,21.641
Unix50,25.sh,bash,4,,98.702
Unix50,25.sh,ahs,4,,135.503
Unix50,25.sh,dish,4,,41.587
Unix50,25.sh,fractal,4,,33.597
Unix50,26.sh,bash,4,,102.297
Unix50,26.sh,ahs,4,,135.688
Unix50,26.sh,dish,4,,141.432
Unix50,26.sh,fractal,4,,139.044
Unix50,28.sh,bash,4,,560.976
Unix50,28.sh,ahs,4,,218.39
Unix50,28.sh,dish,4,,319.838
Unix50,28.sh,fractal,4,,312.975
Unix50,29.sh,bash,4,,96.239
Unix50,29.sh,ahs,4,,142.605
Unix50,29.sh,dish,4,,148.249
Unix50,29.sh,fractal,4,,145.129
Unix50,30.sh,bash,4,,711.363
Unix50,30.sh,ahs,4,,211.132
Unix50,30.sh,dish,4,,256.017
Unix50,30.sh,fractal,4,,246.136
Unix50,31.sh,bash,4,,710.149
Unix50,31.sh,ahs,4,,224.347
Unix50,31.sh,dish,4,,315.406
Unix50,31.sh,fractal,4,,299.21
Unix50,32.sh,bash,4,,95.99
Unix50,32.sh,ahs,4,,125.463
Unix50,32.sh,dish,4,,98.378
Unix50,32.sh,fractal,4,,98.715
Unix50,33.sh,bash,4,,95.879
Unix50,33.sh,ahs,4,,120.282
Unix50,33.sh,dish,4,,98.989
Unix50,33.sh,fractal,4,,99.415
Unix50,34.sh,bash,4,,2.353
Unix50,34.sh,ahs,4,,119.797
Unix50,34.sh,dish,4,,6.917
Unix50,34.sh,fractal,4,,6.533
Unix50,35.sh,bash,4,,97.045
Unix50,35.sh,ahs,4,,116.306
Unix50,35.sh,dish,4,,15.382
Unix50,35.sh,fractal,4,,12.736
Unix50,36.sh,bash,4,,112.703
Unix50,36.sh,ahs,4,,180.681
Unix50,36.sh,dish,4,,42.511
Unix50,36.sh,fractal,4,,39.274
Unix50,1.sh,bash,4,,96.45
Unix50,1.sh,ahs,4,,240.592
Unix50,1.sh,dish,4,,112.583
Unix50,1.sh,fractal,4,,109.376
Unix50,2.sh,bash,4,,791.312
Unix50,2.sh,ahs,4,,820.186
Unix50,2.sh,dish,4,,357.868
Unix50,2.sh,fractal,4,,347.033
Unix50,3.sh,bash,4,,2.315
Unix50,3.sh,ahs,4,,271.906
Unix50,3.sh,dish,4,,3.357
Unix50,3.sh,fractal,4,,3.624
Unix50,4.sh,bash,4,,734.601
Unix50,4.sh,ahs,4,,707.393
Unix50,4.sh,dish,4,,289.398
Unix50,4.sh,fractal,4,,288.818
Unix50,5.sh,bash,4,,96.12
Unix50,5.sh,ahs,4,,139.337
Unix50,5.sh,dish,4,,29.242
Unix50,5.sh,fractal,4,,30.042
Unix50,6.sh,bash,4,,96.095
Unix50,6.sh,ahs,4,,131.388
Unix50,6.sh,dish,4,,42.28
Unix50,6.sh,fractal,4,,34.647
Unix50,7.sh,bash,4,,96.297
Unix50,7.sh,ahs,4,,125.89
Unix50,7.sh,dish,4,,83.439
Unix50,7.sh,fractal,4,,75.705
Unix50,8.sh,bash,4,,96.19
Unix50,8.sh,ahs,4,,119.812
Unix50,8.sh,dish,4,,30.302
Unix50,8.sh,fractal,4,,30.477
Unix50,9.sh,bash,4,,96.182
Unix50,9.sh,ahs,4,,122.409
Unix50,9.sh,dish,4,,22.653
Unix50,9.sh,fractal,4,,19.15
Unix50,10.sh,bash,4,,137.008
Unix50,10.sh,ahs,4,,228.803
Unix50,10.sh,dish,4,,61.778
Unix50,10.sh,fractal,4,,58.178
Unix50,11.sh,bash,4,,147.806
Unix50,11.sh,ahs,4,,253.629
Unix50,11.sh,dish,4,,71.653
Unix50,11.sh,fractal,4,,70.629
Unix50,12.sh,bash,4,,684.318
Unix50,12.sh,ahs,4,,820.971
Unix50,12.sh,dish,4,,248.766
Unix50,12.sh,fractal,4,,255.135
Unix50,13.sh,bash,4,,97.165
Unix50,13.sh,ahs,4,,184.31
Unix50,13.sh,dish,4,,73.748
Unix50,13.sh,fractal,4,,65.861
Unix50,14.sh,bash,4,,1014.505
Unix50,14.sh,ahs,4,,1711.556
Unix50,14.sh,dish,4,,850.087
Unix50,14.sh,fractal,4,,860.44
Unix50,15.sh,bash,4,,97.1
Unix50,15.sh,ahs,4,,130.308
Unix50,15.sh,dish,4,,29.058
Unix50,15.sh,fractal,4,,26.284
Unix50,16.sh,bash,4,,413.379
Unix50,16.sh,ahs,4,,305.897
Unix50,16.sh,dish,4,,161.285
Unix50,16.sh,fractal,4,,146.785
Unix50,17.sh,bash,4,,242.028
Unix50,17.sh,ahs,4,,304.166
Unix50,17.sh,dish,4,,103.974
Unix50,17.sh,fractal,4,,94.856
Unix50,18.sh,bash,4,,93.086
Unix50,18.sh,ahs,4,,115.948
Unix50,18.sh,dish,4,,14.769
Unix50,18.sh,fractal,4,,11.134
Unix50,19.sh,bash,4,,93.401
Unix50,19.sh,ahs,4,,113.21
Unix50,19.sh,dish,4,,19.647
Unix50,19.sh,fractal,4,,16.825
Unix50,20.sh,bash,4,,2.395
Unix50,20.sh,ahs,4,,118.327
Unix50,20.sh,dish,4,,15.434
Unix50,20.sh,fractal,4,,7.617
Unix50,21.sh,bash,4,,2627.252
Unix50,21.sh,ahs,4,,2362.79
Unix50,21.sh,dish,4,,964.791
Unix50,21.sh,fractal,4,,983.182
Unix50,23.sh,bash,4,,710.227
Unix50,23.sh,ahs,4,,278.606
Unix50,23.sh,dish,4,,146.033
Unix50,23.sh,fractal,4,,144.619
Unix50,24.sh,bash,4,,96.718
Unix50,24.sh,ahs,4,,129.262
Unix50,24.sh,dish,4,,21.77
Unix50,24.sh,fractal,4,,20.628
Unix50,25.sh,bash,4,,96.245
Unix50,25.sh,ahs,4,,131.522
Unix50,25.sh,dish,4,,32.856
Unix50,25.sh,fractal,4,,33.481
Unix50,26.sh,bash,4,,100.421
Unix50,26.sh,ahs,4,,141.323
Unix50,26.sh,dish,4,,142.466
Unix50,26.sh,fractal,4,,137.797
Unix50,28.sh,bash,4,,556.944
Unix50,28.sh,ahs,4,,211.381
Unix50,28.sh,dish,4,,324.057
Unix50,28.sh,fractal,4,,307.362
Unix50,29.sh,bash,4,,96.228
Unix50,29.sh,ahs,4,,142.071
Unix50,29.sh,dish,4,,148.718
Unix50,29.sh,fractal,4,,145.836
Unix50,30.sh,bash,4,,715.113
Unix50,30.sh,ahs,4,,212.096
Unix50,30.sh,dish,4,,260.071
Unix50,30.sh,fractal,4,,245.828
Unix50,31.sh,bash,4,,722.214
Unix50,31.sh,ahs,4,,221.211
Unix50,31.sh,dish,4,,316.434
Unix50,31.sh,fractal,4,,299.235
Unix50,32.sh,bash,4,,96.398
Unix50,32.sh,ahs,4,,123.745
Unix50,32.sh,dish,4,,98.607
Unix50,32.sh,fractal,4,,98.137
Unix50,33.sh,bash,4,,96.096
Unix50,33.sh,ahs,4,,115.293
Unix50,33.sh,dish,4,,98.442
Unix50,33.sh,fractal,4,,99.227
Unix50,34.sh,bash,4,,2.351
Unix50,34.sh,ahs,4,,118.291
Unix50,34.sh,dish,4,,13.195
Unix50,34.sh,fractal,4,,7.54
Unix50,35.sh,bash,4,,95.886
Unix50,35.sh,ahs,4,,114.564
Unix50,35.sh,dish,4,,15.608
Unix50,35.sh,fractal,4,,11.353
Unix50,36.sh,bash,4,,111.436
Unix50,36.sh,ahs,4,,183.588
Unix50,36.sh,dish,4,,43.972
Unix50,36.sh,fractal,4,,41.196
