benchmark,script,system,nodes,persistence_mode,time
Analytics,1.sh,dish,30,,35.381
Analytics,1.sh,fractal,30,,29.772
Analytics,1.sh,fractal-m,30,,59.749
Analytics,1.sh,fractal-r,30,,39.31
Analytics,2.sh,dish,30,,36.322
Analytics,2.sh,fractal,30,,30.421
Analytics,2.sh,fractal-m,30,,59.8
Analytics,2.sh,fractal-r,30,,39.722
Analytics,3.sh,dish,30,,62.382
Analytics,3.sh,fractal,30,,55.52
Analytics,3.sh,fractal-m,30,,99.671
Analytics,3.sh,fractal-r,30,,53.232
Analytics,4.sh,dish,30,,26.605
Analytics,4.sh,fractal,30,,21.887
Analytics,4.sh,fractal-m,30,,48.298
Analytics,4.sh,fractal-r,30,,26.541
Analytics,temp-analytics.sh,dish,30,,128.272
Analytics,temp-analytics.sh,fractal,30,,41.901
Analytics,temp-analytics.sh,fractal-m,30,,52.159
Analytics,temp-analytics.sh,fractal-r,30,,43.509
Analytics,1.sh,dish,30,,34.699
Analytics,1.sh,fractal,30,,25.199
Analytics,1.sh,fractal-m,30,,56.69
Analytics,1.sh,fractal-r,30,,37.679
Analytics,2.sh,dish,30,,34.786
Analytics,2.sh,fractal,30,,25.541
Analytics,2.sh,fractal-m,30,,56.814
Analytics,2.sh,fractal-r,30,,38.749
Analytics,3.sh,dish,30,,60.971
Analytics,3.sh,fractal,30,,50.44
Analytics,3.sh,fractal-m,30,,95.481
Analytics,3.sh,fractal-r,30,,52.184
Analytics,4.sh,dish,30,,29.807
Analytics,4.sh,fractal,30,,16.867
Analytics,4.sh,fractal-m,30,,46.582
Analytics,4.sh,fractal-r,30,,29.158
Analytics,temp-analytics.sh,dish,30,,126.846
Analytics,temp-analytics.sh,fractal,30,,41.45
Analytics,temp-analytics.sh,fractal-m,30,,52.715
Analytics,temp-analytics.sh,fractal-r,30,,44.846
Analytics,1.sh,dish,30,,36.355
Analytics,1.sh,fractal,30,,29.521
Analytics,1.sh,fractal-m,30,,60.496
Analytics,1.sh,fractal-r,30,,37.388
Analytics,2.sh,dish,30,,36.639
Analytics,2.sh,fractal,30,,30.684
Analytics,2.sh,fractal-m,30,,59.686
Analytics,2.sh,fractal-r,30,,40.91
Analytics,3.sh,dish,30,,63.339
Analytics,3.sh,fractal,30,,54.923
Analytics,3.sh,fractal-m,30,,97.42
Analytics,3.sh,fractal-r,30,,52.957
Analytics,4.sh,dish,30,,26.459
Analytics,4.sh,fractal,30,,22.358
Analytics,4.sh,fractal-m,30,,48.168
Analytics,4.sh,fractal-r,30,,29.422
Analytics,temp-analytics.sh,dish,30,,134.16
Analytics,temp-analytics.sh,fractal,30,,41.529
Analytics,temp-analytics.sh,fractal-m,30,,53.083
Analytics,temp-analytics.sh,fractal-r,30,,44.539
Automation,img_convert.sh,bash,30,,4687.253
Automation,img_convert.sh,dish,30,,393.167
Automation,img_convert.sh,fractal,30,,416.744
Automation,to_mp3.sh,bash,30,,1702.41
Automation,to_mp3.sh,dish,30,,125.899
Automation,to_mp3.sh,fractal,30,,130.716
Automation,nginx.sh,bash,30,,1524.644
Automation,nginx.sh,dish,30,,531.336
Automation,nginx.sh,fractal,30,,484.088
Automation,pcap.sh,bash,30,,6836.351
Automation,pcap.sh,dish,30,,369.375
Automation,pcap.sh,fractal,30,,374.259
Automation,compress_files.sh,bash,30,,3592.245
Automation,compress_files.sh,dish,30,,388.357
Automation,compress_files.sh,fractal,30,,335.09
Automation,encrypt_files.sh,bash,30,,2812.393
Automation,encrypt_files.sh,dish,30,,257.397
Automation,encrypt_files.sh,fractal,30,,270.353
Automation,img_convert.sh,bash,30,,4684.896
Automation,img_convert.sh,dish,30,,392.49
Automation,img_convert.sh,fractal,30,,413.28
Automation,to_mp3.sh,bash,30,,1693.146
Automation,to_mp3.sh,dish,30,,125.523
Automation,to_mp3.sh,fractal,30,,132.088
Automation,nginx.sh,bash,30,,1529.299
Automation,nginx.sh,dish,30,,524.802
Automation,nginx.sh,fractal,30,,482.888
Automation,pcap.sh,bash,30,,6853.905
Automation,pcap.sh,dish,30,,359.878
Automation,pcap.sh,fractal,30,,362.056
Automation,compress_files.sh,bash,30,,3589.498
Automation,compress_files.sh,dish,30,,394.821
Automation,compress_files.sh,fractal,30,,343.348
Automation,encrypt_files.sh,bash,30,,2812.657
Automation,encrypt_files.sh,dish,30,,257.25
Automation,encrypt_files.sh,fractal,30,,269.714
Automation,img_convert.sh,bash,30,,4675.553
Automation,img_convert.sh,dish,30,,391.475
Automation,img_convert.sh,fractal,30,,414.553
Automation,to_mp3.sh,bash,30,,1698.906
Automation,to_mp3.sh,dish,30,,125.774
Automation,to_mp3.sh,fractal,30,,131.75
Automation,nginx.sh,bash,30,,1526.728
Automation,nginx.sh,dish,30,,523.945
Automation,nginx.sh,fractal,30,,484.219
Automation,pcap.sh,bash,30,,6816.585
Automation,pcap.sh,dish,30,,363.407
Automation,pcap.sh,fractal,30,,364.633
Automation,compress_files.sh,bash,30,,3588.357
Automation,compress_files.sh,dish,30,,386.94
Automation,compress_files.sh,fractal,30,,340.51
Automation,encrypt_files.sh,bash,30,,2813.326
Automation,encrypt_files.sh,dish,30,,256.69
Automation,encrypt_files.sh,fractal,30,,273.572
Automation,img_convert.sh,dish,30,,393.167
Automation,img_convert.sh,fractal,30,,416.744
Automation,img_convert.sh,fractal-m,30,,415.037
Automation,img_convert.sh,fractal-r,30,,415.802
Automation,to_mp3.sh,dish,30,,125.899
Automation,to_mp3.sh,fractal,30,,130.716
Automation,to_mp3.sh,fractal-m,30,,132.407
Automation,to_mp3.sh,fractal-r,30,,132.394
Automation,nginx.sh,dish,30,,531.336
Automation,nginx.sh,fractal,30,,484.088
Automation,nginx.sh,fractal-m,30,,482.014
Automation,nginx.sh,fractal-r,30,,482.693
Automation,pcap.sh,dish,30,,369.375
Automation,pcap.sh,fractal,30,,374.259
Automation,pcap.sh,fractal-m,30,,370.833
Automation,pcap.sh,fractal-r,30,,367.262
Automation,compress_files.sh,dish,30,,388.357
Automation,compress_files.sh,fractal,30,,335.09
Automation,compress_files.sh,fractal-m,30,,340.43
Automation,compress_files.sh,fractal-r,30,,336.921
Automation,encrypt_files.sh,dish,30,,257.397
Automation,encrypt_files.sh,fractal,30,,270.353
Automation,encrypt_files.sh,fractal-m,30,,272.382
Automation,encrypt_files.sh,fractal-r,30,,270.983
Automation,img_convert.sh,dish,30,,392.49
Automation,img_convert.sh,fractal,30,,413.28
Automation,img_convert.sh,fractal-m,30,,415.28
Automation,img_convert.sh,fractal-r,30,,415.291
Automation,to_mp3.sh,dish,30,,125.523
Automation,to_mp3.sh,fractal,30,,132.088
Automation,to_mp3.sh,fractal-m,30,,131.146
Automation,to_mp3.sh,fractal-r,30,,132.652
Automation,nginx.sh,dish,30,,524.802
Automation,nginx.sh,fractal,30,,482.888
Automation,nginx.sh,fractal-m,30,,482.948
Automation,nginx.sh,fractal-r,30,,489.348
Automation,pcap.sh,dish,30,,359.878
Automation,pcap.sh,fractal,30,,362.056
Automation,pcap.sh,fractal-m,30,,371.864
Automation,pcap.sh,fractal-r,30,,369.876
Automation,compress_files.sh,dish,30,,394.821
Automation,compress_files.sh,fractal,30,,343.348
Automation,compress_files.sh,fractal-m,30,,338.984
Automation,compress_files.sh,fractal-r,30,,341.894
Automation,encrypt_files.sh,dish,30,,257.25
Automation,encrypt_files.sh,fractal,30,,269.714
Automation,encrypt_files.sh,fractal-m,30,,273.442
Automation,encrypt_files.sh,fractal-r,30,,273.575
Automation,img_convert.sh,dish,30,,391.475
Automation,img_convert.sh,fractal,30,,414.553
Automation,img_convert.sh,fractal-m,30,,416.044
Automation,img_convert.sh,fractal-r,30,,415.823
Automation,to_mp3.sh,dish,30,,125.774
Automation,to_mp3.sh,fractal,30,,131.75
Automation,to_mp3.sh,fractal-m,30,,131.316
Automation,to_mp3.sh,fractal-r,30,,132.56
Automation,nginx.sh,dish,30,,523.945
Automation,nginx.sh,fractal,30,,484.219
Automation,nginx.sh,fractal-m,30,,490.813
Automation,nginx.sh,fractal-r,30,,481.795
Automation,pcap.sh,dish,30,,363.407
Automation,pcap.sh,fractal,30,,364.633
Automation,pcap.sh,fractal-m,30,,367.375
Automation,pcap.sh,fractal-r,30,,366.818
Automation,compress_files.sh,dish,30,,386.94
Automation,compress_files.sh,fractal,30,,340.51
Automation,compress_files.sh,fractal-m,30,,336.747
Automation,compress_files.sh,fractal-r,30,,334.903
Automation,encrypt_files.sh,dish,30,,256.69
Automation,encrypt_files.sh,fractal,30,,273.572
Automation,encrypt_files.sh,fractal-m,30,,272.941
Automation,encrypt_files.sh,fractal-r,30,,273.93
Classics,nfa-regex.sh,bash,30,,3276.168
Classics,nfa-regex.sh,ahs,30,,439.112
Classics,nfa-regex.sh,dish,30,,445.48
Classics,nfa-regex.sh,fractal,30,,427.441
Classics,sort.sh,bash,30,,274.987
Classics,sort.sh,ahs,30,,43.101
Classics,sort.sh,dish,30,,51.974
Classics,sort.sh,fractal,30,,51.647
Classics,top-n.sh,bash,30,,1795.258
Classics,top-n.sh,ahs,30,,581.582
Classics,top-n.sh,dish,30,,182.298
Classics,top-n.sh,fractal,30,,178.872
Classics,wf.sh,bash,30,,1788.522
Classics,wf.sh,ahs,30,,561.004
Classics,wf.sh,dish,30,,182.234
Classics,wf.sh,fractal,30,,178.747
Classics,spell.sh,bash,30,,1637.768
Classics,spell.sh,ahs,30,,1243.766
Classics,spell.sh,dish,30,,311.73
Classics,spell.sh,fractal,30,,313.022
Classics,diff.sh,bash,30,,111.634
Classics,diff.sh,ahs,30,,332.956
Classics,diff.sh,dish,30,,43.23
Classics,diff.sh,fractal,30,,42.433
Classics,bi-grams.sh,bash,30,,2165.421
Classics,bi-grams.sh,ahs,30,,1104.318
Classics,bi-grams.sh,dish,30,,325.296
Classics,bi-grams.sh,fractal,30,,324.481
Classics,set-diff.sh,bash,30,,832.279
Classics,set-diff.sh,ahs,30,,337.819
Classics,set-diff.sh,dish,30,,125.76
Classics,set-diff.sh,fractal,30,,121.87
Classics,sort-sort.sh,bash,30,,435.966
Classics,sort-sort.sh,ahs,30,,340.302
Classics,sort-sort.sh,dish,30,,134.6
Classics,sort-sort.sh,fractal,30,,132.575
Classics,shortest-scripts.sh,bash,30,,327.587
Classics,shortest-scripts.sh,ahs,30,,342.571
Classics,shortest-scripts.sh,dish,30,,72.884
Classics,shortest-scripts.sh,fractal,30,,72.404
Classics,nfa-regex.sh,bash,30,,3272.038
Classics,nfa-regex.sh,ahs,30,,439.19
Classics,nfa-regex.sh,dish,30,,444.547
Classics,nfa-regex.sh,fractal,30,,428.568
Classics,sort.sh,bash,30,,274.585
Classics,sort.sh,ahs,30,,41.93
Classics,sort.sh,dish,30,,53.88
Classics,sort.sh,fractal,30,,50.761
Classics,top-n.sh,bash,30,,1799.791
Classics,top-n.sh,ahs,30,,551.658
Classics,top-n.sh,dish,30,,182.001
Classics,top-n.sh,fractal,30,,179.743
Classics,wf.sh,bash,30,,1796.495
Classics,wf.sh,ahs,30,,576.123
Classics,wf.sh,dish,30,,181.434
Classics,wf.sh,fractal,30,,178.758
Classics,spell.sh,bash,30,,1646.441
Classics,spell.sh,ahs,30,,1238.015
Classics,spell.sh,dish,30,,312.139
Classics,spell.sh,fractal,30,,313.782
Classics,diff.sh,bash,30,,117.83
Classics,diff.sh,ahs,30,,328.323
Classics,diff.sh,dish,30,,39.739
Classics,diff.sh,fractal,30,,43.002
Classics,bi-grams.sh,bash,30,,2158.032
Classics,bi-grams.sh,ahs,30,,1098.557
Classics,bi-grams.sh,dish,30,,327.403
Classics,bi-grams.sh,fractal,30,,327.485
Classics,set-diff.sh,bash,30,,827.418
Classics,set-diff.sh,ahs,30,,343.787
Classics,set-diff.sh,dish,30,,125.343
Classics,set-diff.sh,fractal,30,,122.503
Classics,sort-sort.sh,bash,30,,433.35
Classics,sort-sort.sh,ahs,30,,342.562
Classics,sort-sort.sh,dish,30,,133.214
Classics,sort-sort.sh,fractal,30,,133.159
Classics,shortest-scripts.sh,bash,30,,328.783
Classics,shortest-scripts.sh,ahs,30,,346.654
Classics,shortest-scripts.sh,dish,30,,73.113
Classics,shortest-scripts.sh,fractal,30,,71.826
Classics,nfa-regex.sh,bash,30,,3290.712
Classics,nfa-regex.sh,ahs,30,,440.287
Classics,nfa-regex.sh,dish,30,,445.653
Classics,nfa-regex.sh,fractal,30,,428.336
Classics,sort.sh,bash,30,,274.065
Classics,sort.sh,ahs,30,,42.094
Classics,sort.sh,dish,30,,52.713
Classics,sort.sh,fractal,30,,50.357
Classics,top-n.sh,bash,30,,1790.371
Classics,top-n.sh,ahs,30,,537.649
Classics,top-n.sh,dish,30,,182.202
Classics,top-n.sh,fractal,30,,180.031
Classics,wf.sh,bash,30,,1778.53
Classics,wf.sh,ahs,30,,560.981
Classics,wf.sh,dish,30,,182.214
Classics,wf.sh,fractal,30,,179.956
Classics,spell.sh,bash,30,,1659.391
Classics,spell.sh,ahs,30,,1256.682
Classics,spell.sh,dish,30,,311.782
Classics,spell.sh,fractal,30,,312.464
Classics,diff.sh,bash,30,,112.025
Classics,diff.sh,ahs,30,,338.831
Classics,diff.sh,dish,30,,41.156
Classics,diff.sh,fractal,30,,41.957
Classics,bi-grams.sh,bash,30,,2160.117
Classics,bi-grams.sh,ahs,30,,1108.087
Classics,bi-grams.sh,dish,30,,328.792
Classics,bi-grams.sh,fractal,30,,324.589
Classics,set-diff.sh,bash,30,,829.739
Classics,set-diff.sh,ahs,30,,342.843
Classics,set-diff.sh,dish,30,,124.864
Classics,set-diff.sh,fractal,30,,120.989
Classics,sort-sort.sh,bash,30,,436.516
Classics,sort-sort.sh,ahs,30,,346.607
Classics,sort-sort.sh,dish,30,,132.405
Classics,sort-sort.sh,fractal,30,,133.968
Classics,shortest-scripts.sh,bash,30,,328.909
Classics,shortest-scripts.sh,ahs,30,,344.951
Classics,shortest-scripts.sh,dish,30,,73.318
Classics,shortest-scripts.sh,fractal,30,,73.209
Classics,nfa-regex.sh,dish,30,,445.48
Classics,nfa-regex.sh,fractal,30,,427.441
Classics,nfa-regex.sh,fractal-m,30,,648.174
Classics,nfa-regex.sh,fractal-r,30,,650.068
Classics,sort.sh,dish,30,,51.974
Classics,sort.sh,fractal,30,,51.647
Classics,sort.sh,fractal-m,30,,88.455
Classics,sort.sh,fractal-r,30,,57.345
Classics,top-n.sh,dish,30,,182.298
Classics,top-n.sh,fractal,30,,178.872
Classics,top-n.sh,fractal-m,30,,268.171
Classics,top-n.sh,fractal-r,30,,203.013
Classics,wf.sh,dish,30,,182.234
Classics,wf.sh,fractal,30,,178.747
Classics,wf.sh,fractal-m,30,,266.151
Classics,wf.sh,fractal-r,30,,203.124
Classics,spell.sh,dish,30,,311.73
Classics,spell.sh,fractal,30,,313.022
Classics,spell.sh,fractal-m,30,,479.043
Classics,spell.sh,fractal-r,30,,310.473
Classics,diff.sh,dish,30,,43.23
Classics,diff.sh,fractal,30,,42.433
Classics,diff.sh,fractal-m,30,,67.821
Classics,diff.sh,fractal-r,30,,54.211
Classics,bi-grams.sh,dish,30,,325.296
Classics,bi-grams.sh,fractal,30,,324.481
Classics,bi-grams.sh,fractal-m,30,,495.971
Classics,bi-grams.sh,fractal-r,30,,325.595
Classics,set-diff.sh,dish,30,,125.76
Classics,set-diff.sh,fractal,30,,121.87
Classics,set-diff.sh,fractal-m,30,,189.815
Classics,set-diff.sh,fractal-r,30,,124.676
Classics,sort-sort.sh,dish,30,,134.6
Classics,sort-sort.sh,fractal,30,,132.575
Classics,sort-sort.sh,fractal-m,30,,210.817
Classics,sort-sort.sh,fractal-r,30,,141.092
Classics,shortest-scripts.sh,dish,30,,72.884
Classics,shortest-scripts.sh,fractal,30,,72.404
Classics,shortest-scripts.sh,fractal-m,30,,117.918
Classics,shortest-scripts.sh,fractal-r,30,,71.887
Classics,nfa-regex.sh,dish,30,,444.547
Classics,nfa-regex.sh,fractal,30,,428.568
Classics,nfa-regex.sh,fractal-m,30,,650.507
Classics,nfa-regex.sh,fractal-r,30,,428.421
Classics,sort.sh,dish,30,,53.88
Classics,sort.sh,fractal,30,,50.761
Classics,sort.sh,fractal-m,30,,83.421
Classics,sort.sh,fractal-r,30,,52.227
Classics,top-n.sh,dish,30,,182.001
Classics,top-n.sh,fractal,30,,179.743
Classics,top-n.sh,fractal-m,30,,263.281
Classics,top-n.sh,fractal-r,30,,178.588
Classics,wf.sh,dish,30,,181.434
Classics,wf.sh,fractal,30,,178.758
Classics,wf.sh,fractal-m,30,,263.236
Classics,wf.sh,fractal-r,30,,181.675
Classics,spell.sh,dish,30,,312.139
Classics,spell.sh,fractal,30,,313.782
Classics,spell.sh,fractal-m,30,,477.124
Classics,spell.sh,fractal-r,30,,312.825
Classics,diff.sh,dish,30,,39.739
Classics,diff.sh,fractal,30,,43.002
Classics,diff.sh,fractal-m,30,,69.799
Classics,diff.sh,fractal-r,30,,40.838
Classics,bi-grams.sh,dish,30,,327.403
Classics,bi-grams.sh,fractal,30,,327.485
Classics,bi-grams.sh,fractal-m,30,,498.405
Classics,bi-grams.sh,fractal-r,30,,327.653
Classics,set-diff.sh,dish,30,,125.343
Classics,set-diff.sh,fractal,30,,122.503
Classics,set-diff.sh,fractal-m,30,,188.974
Classics,set-diff.sh,fractal-r,30,,120.853
Classics,sort-sort.sh,dish,30,,133.214
Classics,sort-sort.sh,fractal,30,,133.159
Classics,sort-sort.sh,fractal-m,30,,210.581
Classics,sort-sort.sh,fractal-r,30,,130.111
Classics,shortest-scripts.sh,dish,30,,73.113
Classics,shortest-scripts.sh,fractal,30,,71.826
Classics,shortest-scripts.sh,fractal-m,30,,118.056
Classics,shortest-scripts.sh,fractal-r,30,,72.427
Classics,nfa-regex.sh,dish,30,,445.653
Classics,nfa-regex.sh,fractal,30,,428.336
Classics,nfa-regex.sh,fractal-m,30,,649.286
Classics,nfa-regex.sh,fractal-r,30,,650.993
Classics,sort.sh,dish,30,,52.713
Classics,sort.sh,fractal,30,,50.357
Classics,sort.sh,fractal-m,30,,82.782
Classics,sort.sh,fractal-r,30,,58.437
Classics,top-n.sh,dish,30,,182.202
Classics,top-n.sh,fractal,30,,180.031
Classics,top-n.sh,fractal-m,30,,269.342
Classics,top-n.sh,fractal-r,30,,210.227
Classics,wf.sh,dish,30,,182.214
Classics,wf.sh,fractal,30,,179.956
Classics,wf.sh,fractal-m,30,,266.445
Classics,wf.sh,fractal-r,30,,211.874
Classics,spell.sh,dish,30,,311.782
Classics,spell.sh,fractal,30,,312.464
Classics,spell.sh,fractal-m,30,,477.208
Classics,spell.sh,fractal-r,30,,313.006
Classics,diff.sh,dish,30,,41.156
Classics,diff.sh,fractal,30,,41.957
Classics,diff.sh,fractal-m,30,,67.36
Classics,diff.sh,fractal-r,30,,55.595
Classics,bi-grams.sh,dish,30,,328.792
Classics,bi-grams.sh,fractal,30,,324.589
Classics,bi-grams.sh,fractal-m,30,,493.931
Classics,bi-grams.sh,fractal-r,30,,325.57
Classics,set-diff.sh,dish,30,,124.864
Classics,set-diff.sh,fractal,30,,120.989
Classics,set-diff.sh,fractal-m,30,,186.257
Classics,set-diff.sh,fractal-r,30,,128.54
Classics,sort-sort.sh,dish,30,,132.405
Classics,sort-sort.sh,fractal,30,,133.968
Classics,sort-sort.sh,fractal-m,30,,211.064
Classics,sort-sort.sh,fractal-r,30,,141.878
Classics,shortest-scripts.sh,dish,30,,73.318
Classics,shortest-scripts.sh,fractal,30,,73.209
Classics,shortest-scripts.sh,fractal-m,30,,117.812
Classics,shortest-scripts.sh,fractal-r,30,,73.576
NLP,1syllable_words;6_4,bash,30,,285.774
NLP,1syllable_words;6_4,dish,30,,54.461
NLP,1syllable_words;6_4,fractal,30,,52.176
NLP,2syllable_words;6_5,bash,30,,276.851
NLP,2syllable_words;6_5,dish,30,,54.579
NLP,2syllable_words;6_5,fractal,30,,52.233
NLP,4letter_words;6_2,bash,30,,574.706
NLP,4letter_words;6_2,dish,30,,82.878
NLP,4letter_words;6_2,fractal,30,,79.296
NLP,bigrams_appear_twice;8.2_2,bash,30,,309.038
NLP,bigrams_appear_twice;8.2_2,dish,30,,44.946
NLP,bigrams_appear_twice;8.2_2,fractal,30,,42.227
NLP,bigrams;4_3,bash,30,,306.038
NLP,bigrams;4_3,dish,30,,52.022
NLP,bigrams;4_3,fractal,30,,51.65
NLP,compare_exodus_genesis;8.3_3,bash,30,,568.098
NLP,compare_exodus_genesis;8.3_3,dish,30,,54.935
NLP,compare_exodus_genesis;8.3_3,fractal,30,,51.521
NLP,count_consonant_seq;7_2,bash,30,,286.66
NLP,count_consonant_seq;7_2,dish,30,,51.054
NLP,count_consonant_seq;7_2,fractal,30,,48.685
NLP,count_morphs;7_1,bash,30,,270.582
NLP,count_morphs;7_1,dish,30,,52.451
NLP,count_morphs;7_1,fractal,30,,49.304
NLP,count_trigrams;4_3b,bash,30,,306.437
NLP,count_trigrams;4_3b,dish,30,,45.499
NLP,count_trigrams;4_3b,fractal,30,,42.881
NLP,count_vowel_seq;2_2,bash,30,,270.907
NLP,count_vowel_seq;2_2,dish,30,,52.031
NLP,count_vowel_seq;2_2,fractal,30,,48.412
NLP,count_words;1_1,bash,30,,298.416
NLP,count_words;1_1,dish,30,,52.418
NLP,count_words;1_1,fractal,30,,50.017
NLP,find_anagrams;8.3_2,bash,30,,303.867
NLP,find_anagrams;8.3_2,dish,30,,44.662
NLP,find_anagrams;8.3_2,fractal,30,,41.987
NLP,merge_upper;2_1,bash,30,,293.828
NLP,merge_upper;2_1,dish,30,,54.609
NLP,merge_upper;2_1,fractal,30,,52.119
NLP,sort;3_1,bash,30,,305.237
NLP,sort;3_1,dish,30,,61.797
NLP,sort;3_1,fractal,30,,59.582
NLP,sort_words_by_folding;3_2,bash,30,,305.706
NLP,sort_words_by_folding;3_2,dish,30,,61.043
NLP,sort_words_by_folding;3_2,fractal,30,,60.211
NLP,sort_words_by_num_of_syllables;8_1,bash,30,,302.031
NLP,sort_words_by_num_of_syllables;8_1,dish,30,,52.284
NLP,sort_words_by_num_of_syllables;8_1,fractal,30,,50.444
NLP,sort_words_by_rhyming;3_3,bash,30,,305.396
NLP,sort_words_by_rhyming;3_3,dish,30,,71.982
NLP,sort_words_by_rhyming;3_3,fractal,30,,71.305
NLP,uppercase_by_token;6_1_1,bash,30,,274.617
NLP,uppercase_by_token;6_1_1,dish,30,,45.08
NLP,uppercase_by_token;6_1_1,fractal,30,,42.158
NLP,uppercase_by_type;6_1_2,bash,30,,298.731
NLP,uppercase_by_type;6_1_2,dish,30,,52.94
NLP,uppercase_by_type;6_1_2,fractal,30,,50.057
NLP,verses_2om_3om_2instances;6_7,bash,30,,789.33
NLP,verses_2om_3om_2instances;6_7,dish,30,,88.409
NLP,verses_2om_3om_2instances;6_7,fractal,30,,89.76
NLP,vowel_sequencies_gr_1K;8.2_1,bash,30,,294.925
NLP,vowel_sequencies_gr_1K;8.2_1,dish,30,,52.814
NLP,vowel_sequencies_gr_1K;8.2_1,fractal,30,,51.703
NLP,words_no_vowels;6_3,bash,30,,275.695
NLP,words_no_vowels;6_3,dish,30,,54.464
NLP,words_no_vowels;6_3,fractal,30,,51.558
NLP,1syllable_words;6_4,bash,30,,286.515
NLP,1syllable_words;6_4,dish,30,,54.161
NLP,1syllable_words;6_4,fractal,30,,50.971
NLP,2syllable_words;6_5,bash,30,,278.255
NLP,2syllable_words;6_5,dish,30,,53.642
NLP,2syllable_words;6_5,fractal,30,,51.66
NLP,4letter_words;6_2,bash,30,,570.504
NLP,4letter_words;6_2,dish,30,,82.984
NLP,4letter_words;6_2,fractal,30,,79.349
NLP,bigrams_appear_twice;8.2_2,bash,30,,308.576
NLP,bigrams_appear_twice;8.2_2,dish,30,,45.446
NLP,bigrams_appear_twice;8.2_2,fractal,30,,42.891
NLP,bigrams;4_3,bash,30,,304.911
NLP,bigrams;4_3,dish,30,,52.32
NLP,bigrams;4_3,fractal,30,,50.73
NLP,compare_exodus_genesis;8.3_3,bash,30,,565.434
NLP,compare_exodus_genesis;8.3_3,dish,30,,54.082
NLP,compare_exodus_genesis;8.3_3,fractal,30,,51.323
NLP,count_consonant_seq;7_2,bash,30,,287.642
NLP,count_consonant_seq;7_2,dish,30,,51.827
NLP,count_consonant_seq;7_2,fractal,30,,48.558
NLP,count_morphs;7_1,bash,30,,269.638
NLP,count_morphs;7_1,dish,30,,52.211
NLP,count_morphs;7_1,fractal,30,,49.747
NLP,count_trigrams;4_3b,bash,30,,308.841
NLP,count_trigrams;4_3b,dish,30,,45.044
NLP,count_trigrams;4_3b,fractal,30,,41.976
NLP,count_vowel_seq;2_2,bash,30,,268.407
NLP,count_vowel_seq;2_2,dish,30,,50.025
NLP,count_vowel_seq;2_2,fractal,30,,48.47
NLP,count_words;1_1,bash,30,,297.641
NLP,count_words;1_1,dish,30,,52.728
NLP,count_words;1_1,fractal,30,,49.83
NLP,find_anagrams;8.3_2,bash,30,,304.074
NLP,find_anagrams;8.3_2,dish,30,,45.352
NLP,find_anagrams;8.3_2,fractal,30,,41.88
NLP,merge_upper;2_1,bash,30,,293.98
